# Sinusoidal end-effector reference trajectory
# amplitude_m    : 0.0250
# amplitude_cm   : 2.5
# n_waves        : 7
# ws_centre_m    : (0.42562, -0.24573)
# n_points       : 554
# arc_length_m   : 1.77936
# arc_length_cm  : 177.936
t,x_m,y_m,arc_length_m
0.4106845,0.4300130,-0.4019835,0.7376110
0.4123539,0.4318259,-0.4013622,0.7395273
0.4140234,0.4336626,-0.4008171,0.7414432
0.4156928,0.4355265,-0.4003396,0.7433673
0.4173623,0.4374207,-0.3999208,0.7453072
0.4190317,0.4393479,-0.3995512,0.7472695
0.4207012,0.4413103,-0.3992212,0.7492596
0.4223706,0.4433101,-0.3989205,0.7512818
0.4240401,0.4453487,-0.3986389,0.7533398
0.4257095,0.4474272,-0.3983656,0.7554361
0.4273790,0.4495461,-0.3980900,0.7575729
0.4290484,0.4517057,-0.3978011,0.7597517
0.4307179,0.4539054,-0.3974883,0.7619736
0.4323873,0.4561443,-0.3971407,0.7642393
0.4340568,0.4584209,-0.3967476,0.7665496
0.4357262,0.4607331,-0.3962987,0.7689050
0.4373957,0.4630783,-0.3957837,0.7713061
0.4390651,0.4654533,-0.3951928,0.7737534
0.4407346,0.4678543,-0.3945166,0.7762478
0.4424040,0.4702770,-0.3937463,0.7787900
0.4440735,0.4727165,-0.3928734,0.7813810
0.4457429,0.4751675,-0.3918902,0.7840218
0.4474124,0.4776241,-0.3907897,0.7867137
0.4490818,0.4800800,-0.3895655,0.7894578
0.4507513,0.4825286,-0.3882123,0.7922554
0.4524207,0.4849626,-0.3867255,0.7951077
0.4540902,0.4873747,-0.3851012,0.7980157
0.4557596,0.4897572,-0.3833369,0.8009803
0.4574290,0.4921022,-0.3814307,0.8040023
0.4590985,0.4944017,-0.3793821,0.8070820
0.4607679,0.4966476,-0.3771913,0.8102195
0.4624374,0.4988319,-0.3748598,0.8134143
0.4641068,0.5009465,-0.3723901,0.8166656
0.4657763,0.5029837,-0.3697858,0.8199721
0.4674457,0.5049359,-0.3670514,0.8233318
0.4691152,0.5067962,-0.3641928,0.8267424
0.4707846,0.5085577,-0.3612164,0.8302010
0.4724541,0.5102144,-0.3581300,0.8337039
0.4741235,0.5117607,-0.3549421,0.8372471
0.4757930,0.5131921,-0.3516618,0.8408261
0.4774624,0.5145045,-0.3482994,0.8444356
0.4791319,0.5156950,-0.3448654,0.8480700
0.4808013,0.5167615,-0.3413711,0.8517235
0.4824708,0.5177030,-0.3378281,0.8553894
0.4841402,0.5185196,-0.3342484,0.8590611
0.4858097,0.5192125,-0.3306440,0.8627315
0.4874791,0.5197840,-0.3270271,0.8663932
0.4891486,0.5202377,-0.3234098,0.8700389
0.4908180,0.5205782,-0.3198037,0.8736610
0.4924875,0.5208112,-0.3162204,0.8772519
0.4941569,0.5209438,-0.3126706,0.8808041
0.4958264,0.5209838,-0.3091648,0.8843102
0.4974958,0.5209401,-0.3057123,0.8877630
0.4991653,0.5208226,-0.3023217,0.8911556
0.5008347,0.5206418,-0.2990008,0.8944815
0.5025042,0.5204091,-0.2957560,0.8977346
0.5041736,0.5201364,-0.2925929,0.9009094
0.5058431,0.5198360,-0.2895157,0.9040012
0.5075125,0.5195204,-0.2865276,0.9070060
0.5091820,0.5192026,-0.2836304,0.9099206
0.5108514,0.5188954,-0.2808246,0.9127431
0.5125209,0.5186116,-0.2781098,0.9154727
0.5141903,0.5183635,-0.2754841,0.9181101
0.5158598,0.5181635,-0.2729448,0.9206573
0.5175292,0.5180231,-0.2704877,0.9231183
0.5191987,0.5179535,-0.2681082,0.9254989
0.5208681,0.5179648,-0.2658002,0.9278069
0.5225376,0.5180667,-0.2635574,0.9300521
0.5242070,0.5182679,-0.2613723,0.9322464
0.5258765,0.5185760,-0.2592371,0.9344037
0.5275459,0.5189979,-0.2571436,0.9365393
0.5292154,0.5195390,-0.2550830,0.9386697
0.5308848,0.5202041,-0.2530465,0.9408121
0.5325543,0.5209966,-0.2510251,0.9429833
0.5342237,0.5219190,-0.2490098,0.9451996
0.5358932,0.5229725,-0.2469917,0.9474762
0.5375626,0.5241575,-0.2449620,0.9498264
0.5392321,0.5254729,-0.2429124,0.9522619
0.5409015,0.5269171,-0.2408347,0.9547922
0.5425710,0.5284872,-0.2387214,0.9574249
0.5442404,0.5301793,-0.2365654,0.9601657
0.5459098,0.5319890,-0.2343602,0.9630184
0.5475793,0.5339107,-0.2320998,0.9659852
0.5492487,0.5359381,-0.2297792,0.9690667
0.5509182,0.5380644,-0.2273939,0.9722622
0.5525876,0.5402820,-0.2249400,0.9755696
0.5542571,0.5425827,-0.2224146,0.9789858
0.5559265,0.5449579,-0.2198155,0.9825067
0.5575960,0.5473985,-0.2171413,0.9861273
0.5592654,0.5498952,-0.2143912,0.9898417
0.5609349,0.5524383,-0.2115653,0.9936433
0.5626043,0.5550177,-0.2086645,0.9975251
0.5642738,0.5576236,-0.2056903,1.0014794
0.5659432,0.5602456,-0.2026449,1.0054980
0.5676127,0.5628738,-0.1995313,1.0095726
0.5692821,0.5654979,-0.1963530,1.0136942
0.5709516,0.5681079,-0.1931140,1.0178539
0.5726210,0.5706940,-0.1898191,1.0220425
0.5742905,0.5732466,-0.1864734,1.0262508
0.5759599,0.5757563,-0.1830824,1.0304694
0.5776294,0.5782141,-0.1796523,1.0346892
0.5792988,0.5806112,-0.1761893,1.0389009
0.5809683,0.5829395,-0.1727001,1.0430957
0.5826377,0.5851912,-0.1691914,1.0472646
0.5843072,0.5873588,-0.1656704,1.0513994
0.5859766,0.5894355,-0.1621442,1.0554917
0.5876461,0.5914152,-0.1586200,1.0595338
0.5893155,0.5932921,-0.1551051,1.0635185
0.5909850,0.5950610,-0.1516065,1.0674389
0.5926544,0.5967176,-0.1481313,1.0712887
0.5943239,0.5982579,-0.1446865,1.0750621
0.5959933,0.5996786,-0.1412788,1.0787542
0.5976628,0.6009773,-0.1379146,1.0823604
0.5993322,0.6021519,-0.1346000,1.0858769
0.6010017,0.6032012,-0.1313408,1.0893008
0.6026711,0.6041244,-0.1281425,1.0926297
0.6043406,0.6049217,-0.1250100,1.0958621
0.6060100,0.6055935,-0.1219479,1.0989970
0.6076795,0.6061412,-0.1189602,1.1020346
0.6093489,0.6065665,-0.1160504,1.1049753
0.6110184,0.6068719,-0.1132214,1.1078207
0.6126878,0.6070604,-0.1104758,1.1105728
0.6143573,0.6071354,-0.1078152,1.1132344
0.6160267,0.6071011,-0.1052408,1.1158090
0.6176962,0.6069618,-0.1027534,1.1183004
0.6193656,0.6067226,-0.1003527,1.1207129
0.6210351,0.6063887,-0.0980383,1.1230513
0.6227045,0.6059660,-0.0958087,1.1253206
0.6243740,0.6054604,-0.0936622,1.1275258
0.6260434,0.6048784,-0.0915963,1.1296722
0.6277129,0.6042266,-0.0896079,1.1317647
0.6293823,0.6035119,-0.0876934,1.1338082
0.6310518,0.6027412,-0.0858486,1.1358075
0.6327212,0.6019219,-0.0840689,1.1377667
0.6343907,0.6010612,-0.0823492,1.1396899
0.6360601,0.6001663,-0.0806837,1.1415805
0.6377295,0.5992448,-0.0790664,1.1434419
0.6393990,0.5983039,-0.0774910,1.1452769
0.6410684,0.5973508,-0.0759506,1.1470883
0.6427379,0.5963929,-0.0744382,1.1488785
0.6444073,0.5954370,-0.0729465,1.1506502
0.6460768,0.5944901,-0.0714679,1.1524061
0.6477462,0.5935587,-0.0699947,1.1541490
0.6494157,0.5926493,-0.0685192,1.1558822
0.6510851,0.5917680,-0.0670334,1.1576098
0.6527546,0.5909207,-0.0655294,1.1593360
0.6544240,0.5901126,-0.0639994,1.1610663
0.6560935,0.5893491,-0.0624355,1.1628066
0.6577629,0.5886347,-0.0608302,1.1645637
0.6594324,0.5879738,-0.0591760,1.1663450
0.6611018,0.5873703,-0.0574656,1.1681587
0.6627713,0.5868277,-0.0556921,1.1700134
0.6644407,0.5863489,-0.0538488,1.1719179
0.6661102,0.5859364,-0.0519295,1.1738811
0.6677796,0.5855924,-0.0499281,1.1759117
0.6694491,0.5853184,-0.0478394,1.1780183
0.6711185,0.5851155,-0.0456584,1.1802088
0.6727880,0.5849843,-0.0433805,1.1824904
0.6744574,0.5849250,-0.0410019,1.1848698
0.6761269,0.5849373,-0.0385193,1.1873525
0.6777963,0.5850203,-0.0359298,1.1899433
0.6794658,0.5851728,-0.0332313,1.1926461
0.6811352,0.5853932,-0.0304223,1.1954637
0.6828047,0.5856793,-0.0275019,1.1983981
0.6844741,0.5860287,-0.0244698,1.2014502
0.6861436,0.5864384,-0.0213265,1.2046201
0.6878130,0.5869052,-0.0180730,1.2079070
0.6894825,0.5874256,-0.0147110,1.2113090
0.6911519,0.5879954,-0.0112429,1.2148236
0.6928214,0.5886107,-0.0076717,1.2184474
0.6944908,0.5892669,-0.0040009,1.2221764
0.6961603,0.5899593,-0.0002348,1.2260056
0.6978297,0.5906830,0.0036219,1.2299296
0.6994992,0.5914329,0.0075639,1.2339423
0.7011686,0.5922038,0.0115852,1.2380369
0.7028381,0.5929904,0.0156796,1.2422062
0.7045075,0.5937872,0.0198403,1.2464424
0.7061770,0.5945888,0.0240600,1.2507376
0.7078464,0.5953897,0.0283312,1.2550832
0.7095159,0.5961844,0.0326459,1.2594705
0.7111853,0.5969675,0.0369959,1.2638904
0.7128548,0.5977337,0.0413727,1.2683338
0.7145242,0.5984777,0.0457677,1.2727913
0.7161937,0.5991944,0.0501720,1.2772536
0.7178631,0.5998789,0.0545768,1.2817112
0.7195326,0.6005263,0.0589730,1.2861548
0.7212020,0.6011321,0.0633517,1.2905752
0.7228715,0.6016920,0.0677040,1.2949634
0.7245409,0.6022019,0.0720211,1.2993105
0.7262104,0.6026580,0.0762944,1.3036080
0.7278798,0.6030567,0.0805153,1.3078478
0.7295492,0.6033949,0.0846758,1.3120220
0.7312187,0.6036696,0.0887678,1.3161233
0.7328881,0.6038784,0.0927840,1.3201448
0.7345576,0.6040188,0.0967171,1.3240804
0.7362270,0.6040892,0.1005604,1.3279244
0.7378965,0.6040879,0.1043077,1.3316717
0.7395659,0.6040138,0.1079532,1.3353179
0.7412354,0.6038660,0.1114917,1.3388595
0.7429048,0.6036442,0.1149186,1.3422936
0.7445743,0.6033481,0.1182299,1.3456181
0.7462437,0.6029780,0.1214221,1.3488317
0.7479132,0.6025346,0.1244926,1.3519340
0.7495826,0.6020187,0.1274391,1.3549254
0.7512521,0.6014315,0.1302603,1.3578070
0.7529215,0.6007746,0.1329554,1.3605810
0.7545910,0.6000499,0.1355243,1.3632502
0.7562604,0.5992594,0.1379676,1.3658182
0.7579299,0.5984055,0.1402868,1.3682896
0.7595993,0.5974909,0.1424836,1.3706692
0.7612688,0.5965184,0.1445609,1.3729629
0.7629382,0.5954910,0.1465219,1.3751767
0.7646077,0.5944121,0.1483706,1.3773172
0.7662771,0.5932849,0.1501116,1.3793912
0.7679466,0.5921132,0.1517500,1.3814055
0.7696160,0.5909004,0.1532916,1.3833670
0.7712855,0.5896504,0.1547427,1.3852822
0.7729549,0.5883670,0.1561100,1.3871575
0.7746244,0.5870541,0.1574007,1.3889986
0.7762938,0.5857156,0.1586226,1.3908110
0.7779633,0.5843553,0.1597836,1.3925994
0.7796327,0.5829771,0.1608922,1.3943680
0.7813022,0.5815849,0.1619568,1.3961207
0.7829716,0.5801824,0.1629865,1.3978606
0.7846411,0.5787732,0.1639903,1.3995907
0.7863105,0.5773610,0.1649773,1.4013137
0.7879800,0.5759491,0.1659570,1.4030322
0.7896494,0.5745408,0.1669385,1.4047488
0.7913189,0.5731392,0.1679312,1.4064663
0.7929883,0.5717473,0.1689442,1.4081878
0.7946578,0.5703678,0.1699868,1.4099170
0.7963272,0.5690032,0.1710678,1.4116578
0.7979967,0.5676559,0.1721958,1.4134150
0.7996661,0.5663280,0.1733794,1.4151939
0.8013356,0.5650212,0.1746266,1.4170003
0.8030050,0.5637372,0.1759451,1.4188407
0.8046745,0.5624774,0.1773423,1.4207220
0.8063439,0.5612429,0.1788250,1.4226513
0.8080134,0.5600345,0.1803996,1.4246361
0.8096828,0.5588529,0.1820719,1.4266838
0.8113523,0.5576983,0.1838472,1.4288015
0.8130217,0.5565710,0.1857303,1.4309963
0.8146912,0.5554707,0.1877252,1.4332745
0.8163606,0.5543971,0.1898354,1.4356421
0.8180301,0.5533496,0.1920637,1.4381043
0.8196995,0.5523273,0.1944122,1.4406656
0.8213689,0.5513293,0.1968823,1.4433298
0.8230384,0.5503541,0.1994748,1.4460996
0.8247078,0.5494004,0.2021897,1.4489772
0.8263773,0.5484666,0.2050265,1.4519637
0.8280467,0.5475509,0.2079837,1.4550594
0.8297162,0.5466512,0.2110594,1.4582640
0.8313856,0.5457656,0.2142507,1.4615759
0.8330551,0.5448919,0.2175545,1.4649933
0.8347245,0.5440277,0.2209666,1.4685131
0.8363940,0.5431706,0.2244824,1.4721319
0.8380634,0.5423182,0.2280968,1.4758454
0.8397329,0.5414680,0.2318038,1.4796487
0.8414023,0.5406174,0.2355972,1.4835363
0.8430718,0.5397638,0.2394701,1.4875021
0.8447412,0.5389046,0.2434152,1.4915397
0.8464107,0.5380373,0.2474247,1.4956419
0.8480801,0.5371593,0.2514905,1.4998015
0.8497496,0.5362682,0.2556042,1.5040106
0.8514190,0.5353614,0.2597569,1.5082611
0.8530885,0.5344366,0.2639396,1.5125448
0.8547579,0.5334915,0.2681431,1.5168532
0.8564274,0.5325240,0.2723579,1.5211777
0.8580968,0.5315319,0.2765745,1.5255094
0.8597663,0.5305133,0.2807834,1.5298398
0.8614357,0.5294664,0.2849750,1.5341602
0.8631052,0.5283895,0.2891397,1.5384619
0.8647746,0.5272810,0.2932682,1.5427366
0.8664441,0.5261396,0.2973510,1.5469760
0.8681135,0.5249641,0.3013791,1.5511721
0.8697830,0.5237533,0.3053437,1.5553174
0.8714524,0.5225065,0.3092360,1.5594046
0.8731219,0.5212229,0.3130480,1.5634268
0.8747913,0.5199019,0.3167716,1.5673778
0.8764608,0.5185433,0.3203994,1.5712517
0.8781302,0.5171467,0.3239244,1.5750432
0.8797997,0.5157122,0.3273400,1.5787479
0.8814691,0.5142398,0.3306403,1.5823617
0.8831386,0.5127300,0.3338198,1.5858815
0.8848080,0.5111831,0.3368737,1.5893048
0.8864775,0.5095997,0.3397976,1.5926300
0.8881469,0.5079806,0.3425880,1.5958561
0.8898164,0.5063266,0.3452419,1.5989832
0.8914858,0.5046387,0.3477570,1.6020121
0.8931553,0.5029181,0.3501316,1.6049446
0.8948247,0.5011660,0.3523648,1.6077831
0.8964942,0.4993836,0.3544564,1.6105311
0.8981636,0.4975724,0.3564068,1.6131928
0.8998331,0.4957337,0.3582171,1.6157731
0.9015025,0.4938692,0.3598892,1.6182776
0.9031720,0.4919804,0.3614256,1.6207123
0.9048414,0.4900689,0.3628294,1.6230839
0.9065109,0.4881363,0.3641045,1.6253993
0.9081803,0.4861842,0.3652553,1.6276653
0.9098497,0.4842143,0.3662869,1.6298890
0.9115192,0.4822282,0.3672049,1.6320770
0.9131886,0.4802274,0.3680154,1.6342358
0.9148581,0.4782135,0.3687254,1.6363711
0.9165275,0.4761879,0.3693418,1.6384884
0.9181970,0.4741521,0.3698724,1.6405922
0.9198664,0.4721075,0.3703253,1.6426864
0.9215359,0.4700553,0.3707089,1.6447742
0.9232053,0.4679966,0.3710319,1.6468580
0.9248748,0.4659327,0.3713035,1.6489398
0.9265442,0.4638643,0.3715329,1.6510208
0.9282137,0.4617924,0.3717295,1.6531020
0.9298831,0.4597178,0.3719031,1.6551839
0.9315526,0.4576410,0.3720633,1.6572669
0.9332220,0.4555625,0.3722197,1.6593513
0.9348915,0.4534826,0.3723823,1.6614374
0.9365609,0.4514016,0.3725605,1.6635260
0.9382304,0.4493196,0.3727641,1.6656180
0.9398998,0.4472365,0.3730022,1.6677147
0.9415693,0.4451521,0.3732842,1.6698181
0.9432387,0.4430661,0.3736188,1.6719308
0.9449082,0.4409780,0.3740146,1.6740560
0.9465776,0.4388873,0.3744800,1.6761979
0.9482471,0.4367932,0.3750225,1.6783611
0.9499165,0.4346951,0.3756497,1.6805510
0.9515860,0.4325919,0.3763683,1.6827736
0.9532554,0.4304826,0.3771847,1.6850353
0.9966611,0.3693602,0.4372663,1.7707427
0.9983306,0.3666413,0.4405959,1.7750413
