# Sinusoidal end-effector reference trajectory
# amplitude_m    : 0.0200
# amplitude_cm   : 2.0
# n_waves        : 5
# ws_centre_m    : (0.42562, -0.24573)
# n_points       : 592
# arc_length_m   : 1.71568
# arc_length_cm  : 171.568
t,x_m,y_m,arc_length_m
0.1652755,0.0781084,-0.5841020,0.2996548
0.1669449,0.0804783,-0.5841591,0.3020253
0.1686144,0.0828164,-0.5842362,0.3043647
0.1702838,0.0851243,-0.5843325,0.3066746
0.1719533,0.0874033,-0.5844473,0.3089565
0.1736227,0.0896550,-0.5845799,0.3112121
0.1752922,0.0918809,-0.5847291,0.3134430
0.1769616,0.0940827,-0.5848939,0.3156509
0.1786311,0.0962620,-0.5850732,0.3178376
0.1803005,0.0984206,-0.5852657,0.3200048
0.1819699,0.1005603,-0.5854700,0.3221542
0.1836394,0.1026830,-0.5856848,0.3242877
0.1853088,0.1047904,-0.5859085,0.3264070
0.1869783,0.1068846,-0.5861395,0.3285139
0.1886477,0.1089674,-0.5863762,0.3306101
0.1903172,0.1110407,-0.5866168,0.3326973
0.1919866,0.1131066,-0.5868595,0.3347774
0.1936561,0.1151669,-0.5871025,0.3368520
0.1953255,0.1172236,-0.5873437,0.3389228
0.1969950,0.1192787,-0.5875813,0.3409916
0.1986644,0.1213342,-0.5878132,0.3430601
0.2003339,0.1233919,-0.5880374,0.3451300
0.2020033,0.1254536,-0.5882517,0.3472029
0.2036728,0.1275214,-0.5884540,0.3492805
0.2053422,0.1295970,-0.5886422,0.3513646
0.2070117,0.1316822,-0.5888141,0.3534569
0.2086811,0.1337788,-0.5889676,0.3555591
0.2103506,0.1358883,-0.5891004,0.3576728
0.2120200,0.1380126,-0.5892103,0.3597999
0.2136895,0.1401531,-0.5892953,0.3619420
0.2153589,0.1423112,-0.5893531,0.3641010
0.2170284,0.1444886,-0.5893817,0.3662786
0.2186978,0.1466865,-0.5893788,0.3684764
0.2203673,0.1489061,-0.5893425,0.3706964
0.2220367,0.1511487,-0.5892708,0.3729401
0.2237062,0.1534154,-0.5891615,0.3752095
0.2253756,0.1557072,-0.5890129,0.3775061
0.2270451,0.1580250,-0.5888231,0.3798316
0.2287145,0.1603696,-0.5885902,0.3821877
0.2303840,0.1627418,-0.5883125,0.3845761
0.2320534,0.1651421,-0.5879884,0.3869982
0.2337229,0.1675711,-0.5876164,0.3894555
0.2353923,0.1700292,-0.5871949,0.3919495
0.2370618,0.1725168,-0.5867225,0.3944815
0.2387312,0.1750339,-0.5861980,0.3970528
0.2404007,0.1775808,-0.5856202,0.3996644
0.2420701,0.1801574,-0.5849880,0.4023174
0.2437396,0.1827636,-0.5843005,0.4050127
0.2454090,0.1853992,-0.5835568,0.4077512
0.2470785,0.1880638,-0.5827562,0.4105336
0.2487479,0.1907571,-0.5818980,0.4133603
0.2504174,0.1934785,-0.5809818,0.4162318
0.2520868,0.1962275,-0.5800073,0.4191483
0.2537563,0.1990031,-0.5789742,0.4221100
0.2554257,0.2018048,-0.5778823,0.4251169
0.2570952,0.2046315,-0.5767319,0.4281688
0.2587646,0.2074823,-0.5755229,0.4312653
0.2604341,0.2103561,-0.5742557,0.4344061
0.2621035,0.2132517,-0.5729308,0.4375904
0.2637730,0.2161679,-0.5715486,0.4408176
0.2654424,0.2191035,-0.5701099,0.4440868
0.2671119,0.2220570,-0.5686155,0.4473968
0.2687813,0.2250271,-0.5670663,0.4507467
0.2704508,0.2280123,-0.5654633,0.4541350
0.2721202,0.2310110,-0.5638078,0.4575604
0.2737896,0.2340217,-0.5621011,0.4610212
0.2754591,0.2370428,-0.5603445,0.4645158
0.2771285,0.2400726,-0.5585397,0.4680425
0.2787980,0.2431094,-0.5566883,0.4715991
0.2804674,0.2461515,-0.5547920,0.4751839
0.2821369,0.2491972,-0.5528527,0.4787946
0.2838063,0.2522447,-0.5508724,0.4824290
0.2854758,0.2552924,-0.5488531,0.4860849
0.2871452,0.2583383,-0.5467970,0.4897599
0.2888147,0.2613808,-0.5447063,0.4934515
0.2904841,0.2644182,-0.5425834,0.4971572
0.2921536,0.2674487,-0.5404305,0.5008745
0.2938230,0.2704705,-0.5382502,0.5046009
0.2954925,0.2734821,-0.5360449,0.5083335
0.2971619,0.2764817,-0.5338172,0.5120699
0.2988314,0.2794678,-0.5315696,0.5158073
0.3005008,0.2824388,-0.5293049,0.5195430
0.3021703,0.2853931,-0.5270257,0.5232744
0.3038397,0.2883293,-0.5247346,0.5269986
0.3055092,0.2912460,-0.5224345,0.5307132
0.3071786,0.2941418,-0.5201279,0.5344154
0.3088481,0.2970154,-0.5178175,0.5381025
0.3105175,0.2998657,-0.5155062,0.5417722
0.3121870,0.3026914,-0.5131965,0.5454217
0.3138564,0.3054915,-0.5108912,0.5490487
0.3155259,0.3082651,-0.5085929,0.5526508
0.3171953,0.3110111,-0.5063041,0.5562256
0.3188648,0.3137289,-0.5040274,0.5597710
0.3205342,0.3164177,-0.5017654,0.5632847
0.3222037,0.3190768,-0.4995204,0.5667648
0.3238731,0.3217057,-0.4972948,0.5702093
0.3255426,0.3243040,-0.4950909,0.5736164
0.3272120,0.3268713,-0.4929109,0.5769844
0.3288815,0.3294074,-0.4907569,0.5803118
0.3305509,0.3319121,-0.4886309,0.5835971
0.3322204,0.3343854,-0.4865350,0.5868390
0.3338898,0.3368272,-0.4844708,0.5900364
0.3355593,0.3392378,-0.4824401,0.5931883
0.3372287,0.3416173,-0.4804445,0.5962939
0.3388982,0.3439662,-0.4784854,0.5993526
0.3405676,0.3462847,-0.4765641,0.6023637
0.3422371,0.3485735,-0.4746819,0.6053270
0.3439065,0.3508332,-0.4728398,0.6082423
0.3455760,0.3530643,-0.4710388,0.6111097
0.3472454,0.3552677,-0.4692795,0.6139293
0.3489149,0.3574443,-0.4675627,0.6167015
0.3505843,0.3595950,-0.4658888,0.6194268
0.3522538,0.3617208,-0.4642581,0.6221060
0.3539232,0.3638227,-0.4626709,0.6247399
0.3555927,0.3659019,-0.4611270,0.6273296
0.3572621,0.3679597,-0.4596265,0.6298764
0.3589316,0.3699972,-0.4581689,0.6323816
0.3606010,0.3720157,-0.4567538,0.6348467
0.3622705,0.3740167,-0.4553807,0.6372735
0.3639399,0.3760015,-0.4540487,0.6396638
0.3656093,0.3779716,-0.4527569,0.6420196
0.3672788,0.3799283,-0.4515044,0.6443430
0.3689482,0.3818733,-0.4502897,0.6466360
0.3706177,0.3838079,-0.4491117,0.6489011
0.3722871,0.3857337,-0.4479687,0.6511406
0.3739566,0.3876522,-0.4468591,0.6533568
0.3756260,0.3895649,-0.4457811,0.6555524
0.3772955,0.3914733,-0.4447329,0.6577297
0.3789649,0.3933789,-0.4437122,0.6598914
0.3806344,0.3952832,-0.4427171,0.6620400
0.3823038,0.3971875,-0.4417452,0.6641781
0.3839733,0.3990933,-0.4407940,0.6663081
0.3856427,0.4010020,-0.4398611,0.6684325
0.3873122,0.4029148,-0.4389439,0.6705538
0.3889816,0.4048330,-0.4380397,0.6726745
0.3906511,0.4067577,-0.4371456,0.6747967
0.3923205,0.4086902,-0.4362590,0.6769229
0.3939900,0.4106315,-0.4353767,0.6790553
0.3956594,0.4125824,-0.4344959,0.6811959
0.3973289,0.4145440,-0.4336135,0.6833468
0.3989983,0.4165170,-0.4327264,0.6855100
0.4006678,0.4185021,-0.4318315,0.6876874
0.4023372,0.4204998,-0.4309257,0.6898809
0.4040067,0.4225107,-0.4300058,0.6920923
0.4056761,0.4245351,-0.4290687,0.6943231
0.4073456,0.4265734,-0.4281112,0.6965750
0.4090150,0.4286256,-0.4271301,0.6988497
0.4106845,0.4306918,-0.4261224,0.7011485
0.4123539,0.4327719,-0.4250850,0.7034729
0.4140234,0.4348656,-0.4240149,0.7058243
0.4156928,0.4369727,-0.4229090,0.7082040
0.4173623,0.4390925,-0.4217644,0.7106131
0.4190317,0.4412245,-0.4205784,0.7130527
0.4207012,0.4433679,-0.4193481,0.7155241
0.4223706,0.4455216,-0.4180709,0.7180281
0.4240401,0.4476848,-0.4167442,0.7205656
0.4257095,0.4498560,-0.4153656,0.7231376
0.4273790,0.4520341,-0.4139329,0.7257447
0.4290484,0.4542175,-0.4124437,0.7283875
0.4307179,0.4564045,-0.4108962,0.7310666
0.4323873,0.4585934,-0.4092885,0.7337825
0.4340568,0.4607822,-0.4076188,0.7365355
0.4357262,0.4629689,-0.4058858,0.7393257
0.4373957,0.4651514,-0.4040880,0.7421533
0.4390651,0.4673273,-0.4022244,0.7450182
0.4407346,0.4694943,-0.4002941,0.7479202
0.4424040,0.4716498,-0.3982965,0.7508590
0.4440735,0.4737912,-0.3962311,0.7538342
0.4457429,0.4759158,-0.3940977,0.7568450
0.4474124,0.4780208,-0.3918964,0.7598909
0.4490818,0.4801035,-0.3896274,0.7629707
0.4507513,0.4821608,-0.3872915,0.7660834
0.4524207,0.4841898,-0.3848894,0.7692278
0.4540902,0.4861877,-0.3824223,0.7724024
0.4557596,0.4881513,-0.3798915,0.7756056
0.4574290,0.4900779,-0.3772988,0.7788358
0.4590985,0.4919644,-0.3746461,0.7820909
0.4607679,0.4938081,-0.3719358,0.7853688
0.4624374,0.4956060,-0.3691702,0.7886675
0.4641068,0.4973556,-0.3663522,0.7919844
0.4657763,0.4990543,-0.3634850,0.7953171
0.4674457,0.5006997,-0.3605717,0.7986628
0.4691152,0.5022894,-0.3576161,0.8020189
0.4707846,0.5038216,-0.3546219,0.8053824
0.4724541,0.5052944,-0.3515931,0.8087503
0.4741235,0.5067062,-0.3485339,0.8121195
0.4757930,0.5080558,-0.3454488,0.8154869
0.4774624,0.5093421,-0.3423422,0.8188492
0.4791319,0.5105644,-0.3392189,0.8222033
0.4808013,0.5117225,-0.3360834,0.8255457
0.4824708,0.5128163,-0.3329407,0.8288734
0.4841402,0.5138462,-0.3297955,0.8321829
0.4858097,0.5148129,-0.3266525,0.8354712
0.4874791,0.5157177,-0.3235165,0.8387351
0.4891486,0.5165619,-0.3203921,0.8419716
0.4908180,0.5173475,-0.3172836,0.8451778
0.4924875,0.5180767,-0.3141955,0.8483508
0.4941569,0.5187523,-0.3111317,0.8514882
0.4958264,0.5193771,-0.3080960,0.8545875
0.4974958,0.5199544,-0.3050920,0.8576465
0.4991653,0.5204879,-0.3021228,0.8606633
0.5008347,0.5209814,-0.2991911,0.8636362
0.5025042,0.5214390,-0.2962995,0.8665638
0.5041736,0.5218652,-0.2934500,0.8694450
0.5058431,0.5222643,-0.2906442,0.8722790
0.5075125,0.5226411,-0.2878834,0.8750654
0.5091820,0.5230003,-0.2851683,0.8778042
0.5108514,0.5233466,-0.2824993,0.8804956
0.5125209,0.5236849,-0.2798763,0.8831403
0.5141903,0.5240200,-0.2772987,0.8857395
0.5158598,0.5243565,-0.2747659,0.8882947
0.5175292,0.5246991,-0.2722763,0.8908077
0.5191987,0.5250522,-0.2698285,0.8932808
0.5208681,0.5254201,-0.2674205,0.8957168
0.5225376,0.5258070,-0.2650499,0.8981188
0.5242070,0.5262167,-0.2627142,0.9004901
0.5258765,0.5266529,-0.2604106,0.9028346
0.5275459,0.5271190,-0.2581361,0.9051564
0.5292154,0.5276180,-0.2558874,0.9074598
0.5308848,0.5281529,-0.2536613,0.9097493
0.5325543,0.5287263,-0.2514541,0.9120297
0.5342237,0.5293402,-0.2492625,0.9143057
0.5358932,0.5299967,-0.2470826,0.9165823
0.5375626,0.5306975,-0.2449110,0.9188642
0.5392321,0.5314438,-0.2427438,0.9211563
0.5409015,0.5322368,-0.2405775,0.9234631
0.5425710,0.5330772,-0.2384086,0.9257892
0.5442404,0.5339655,-0.2362335,0.9281387
0.5459098,0.5349018,-0.2340488,0.9305156
0.5475793,0.5358863,-0.2318511,0.9329237
0.5492487,0.5369186,-0.2296375,0.9353662
0.5509182,0.5379981,-0.2274047,0.9378462
0.5525876,0.5391240,-0.2251500,0.9403665
0.5542571,0.5402955,-0.2228706,0.9429293
0.5559265,0.5415113,-0.2205640,0.9455366
0.5575960,0.5427701,-0.2182279,0.9481903
0.5592654,0.5440702,-0.2158602,0.9508915
0.5609349,0.5454101,-0.2134588,0.9536414
0.5626043,0.5467878,-0.2110220,0.9564407
0.5642738,0.5482013,-0.2085484,0.9592897
0.5659432,0.5496485,-0.2060365,0.9621887
0.5676127,0.5511272,-0.2034853,0.9651374
0.5692821,0.5526350,-0.2008937,0.9681357
0.5709516,0.5541694,-0.1982612,0.9711828
0.5726210,0.5557280,-0.1955871,0.9742779
0.5742905,0.5573081,-0.1928712,0.9774200
0.5759599,0.5589070,-0.1901133,0.9806079
0.5776294,0.5605222,-0.1873136,0.9838401
0.5792988,0.5621507,-0.1844722,0.9871151
0.5809683,0.5637899,-0.1815897,0.9904311
0.5826377,0.5654370,-0.1786667,0.9937862
0.5843072,0.5670891,-0.1757040,0.9971784
0.5859766,0.5687434,-0.1727024,1.0006057
0.5876461,0.5703971,-0.1696633,1.0040656
0.5893155,0.5720474,-0.1665877,1.0075559
0.5909850,0.5736916,-0.1634772,1.0110742
0.5926544,0.5753268,-0.1603334,1.0146180
0.5943239,0.5769504,-0.1571578,1.0181845
0.5959933,0.5785597,-0.1539523,1.0217713
0.5976628,0.5801521,-0.1507187,1.0253757
0.5993322,0.5817249,-0.1474593,1.0289948
0.6010017,0.5832758,-0.1441759,1.0326260
0.6026711,0.5848023,-0.1408709,1.0362665
0.6043406,0.5863019,-0.1375464,1.0399135
0.6060100,0.5877724,-0.1342050,1.0435643
0.6076795,0.5892117,-0.1308489,1.0472159
0.6093489,0.5906175,-0.1274807,1.0508658
0.6110184,0.5919879,-0.1241028,1.0545110
0.6126878,0.5933209,-0.1207179,1.0581490
0.6143573,0.5946148,-0.1173284,1.0617770
0.6160267,0.5958678,-0.1139369,1.0653926
0.6176962,0.5970782,-0.1105461,1.0689930
0.6193656,0.5982446,-0.1071584,1.0725759
0.6210351,0.5993656,-0.1037764,1.0761388
0.6227045,0.6004398,-0.1004026,1.0796794
0.6243740,0.6014662,-0.0970396,1.0831956
0.6260434,0.6024437,-0.0936898,1.0866852
0.6277129,0.6033713,-0.0903555,1.0901461
0.6293823,0.6042483,-0.0870391,1.0935764
0.6310518,0.6050739,-0.0837430,1.0969744
0.6327212,0.6058477,-0.0804692,1.1003384
0.6343907,0.6065690,-0.0772199,1.1036668
0.6360601,0.6072377,-0.0739972,1.1069581
0.6377295,0.6078534,-0.0708029,1.1102112
0.6393990,0.6084161,-0.0676389,1.1134248
0.6410684,0.6089259,-0.0645070,1.1165980
0.6427379,0.6093828,-0.0614087,1.1197298
0.6444073,0.6097871,-0.0583456,1.1228195
0.6460768,0.6101392,-0.0553190,1.1258665
0.6477462,0.6104395,-0.0523301,1.1288704
0.6494157,0.6106886,-0.0493802,1.1318309
0.6510851,0.6108872,-0.0464701,1.1347477
0.6527546,0.6110361,-0.0436007,1.1376210
0.6544240,0.6111360,-0.0407727,1.1404507
0.6560935,0.6111880,-0.0379867,1.1432372
0.6577629,0.6111931,-0.0352431,1.1459807
0.6594324,0.6111525,-0.0325422,1.1486820
0.6611018,0.6110673,-0.0298841,1.1513414
0.6627713,0.6109389,-0.0272688,1.1539599
0.6644407,0.6107685,-0.0246961,1.1565383
0.6661102,0.6105576,-0.0221657,1.1590774
0.6677796,0.6103078,-0.0196771,1.1615785
0.6694491,0.6100204,-0.0172298,1.1640426
0.6711185,0.6096971,-0.0148231,1.1664710
0.6727880,0.6093395,-0.0124560,1.1688650
0.6744574,0.6089493,-0.0101275,1.1712259
0.6761269,0.6085281,-0.0078365,1.1735553
0.6777963,0.6080778,-0.0055817,1.1758546
0.6794658,0.6076000,-0.0033618,1.1781254
0.6811352,0.6070965,-0.0011752,1.1803692
0.6828047,0.6065691,0.0009798,1.1825878
0.6844741,0.6060196,0.0031048,1.1847827
0.6861436,0.6054497,0.0052017,1.1869556
0.6878130,0.6048613,0.0072725,1.1891083
0.6894825,0.6042562,0.0093191,1.1912426
0.6911519,0.6036360,0.0113437,1.1933600
0.6928214,0.6030025,0.0133485,1.1954626
0.6944908,0.6023575,0.0153358,1.1975519
0.6961603,0.6017026,0.0173078,1.1996298
0.6978297,0.6010396,0.0192671,1.2016982
0.6994992,0.6003699,0.0212160,1.2037590
0.7011686,0.5996952,0.0231569,1.2058138
0.7028381,0.5990171,0.0250925,1.2078648
0.7045075,0.5983369,0.0270253,1.2099137
0.7061770,0.5976562,0.0289577,1.2119626
0.7078464,0.5969763,0.0308925,1.2140133
0.7095159,0.5962985,0.0328321,1.2160679
0.7111853,0.5956240,0.0347791,1.2181285
0.7128548,0.5949541,0.0367361,1.2201969
0.7145242,0.5942899,0.0387055,1.2222754
0.7161937,0.5936323,0.0406899,1.2243659
0.7178631,0.5929824,0.0426918,1.2264706
0.7195326,0.5923411,0.0447135,1.2285916
0.7212020,0.5917091,0.0467574,1.2307310
0.7228715,0.5910872,0.0488258,1.2328908
0.7245409,0.5904760,0.0509209,1.2350732
0.7262104,0.5898762,0.0530448,1.2372803
0.7278798,0.5892882,0.0551996,1.2395139
0.7295492,0.5887124,0.0573874,1.2417761
0.7312187,0.5881492,0.0596099,1.2440689
0.7328881,0.5875988,0.0618689,1.2463940
0.7345576,0.5870613,0.0641661,1.2487532
0.7362270,0.5865370,0.0665031,1.2511483
0.7378965,0.5860257,0.0688813,1.2535809
0.7395659,0.5855274,0.0713020,1.2560523
0.7412354,0.5850419,0.0737664,1.2585640
0.7429048,0.5845691,0.0762755,1.2611173
0.7445743,0.5841086,0.0788303,1.2637133
0.7462437,0.5836600,0.0814315,1.2663529
0.7479132,0.5832230,0.0840798,1.2690370
0.7495826,0.5827969,0.0867757,1.2717664
0.7512521,0.5823813,0.0895195,1.2745415
0.7529215,0.5819755,0.0923115,1.2773628
0.7545910,0.5815788,0.0951517,1.2802305
0.7562604,0.5811904,0.0980399,1.2831448
0.7579299,0.5808096,0.1009759,1.2861054
0.7595993,0.5804353,0.1039593,1.2891122
0.7612688,0.5800669,0.1069896,1.2921648
0.7629382,0.5797032,0.1100660,1.2952626
0.7646077,0.5793433,0.1131877,1.2984049
0.7662771,0.5789862,0.1163536,1.3015910
0.7679466,0.5786308,0.1195628,1.3048197
0.7696160,0.5782760,0.1228138,1.3080900
0.7712855,0.5779207,0.1261052,1.3114006
0.7729549,0.5775638,0.1294357,1.3147501
0.7746244,0.5772041,0.1328034,1.3181370
0.7762938,0.5768404,0.1362066,1.3215596
0.7779633,0.5764715,0.1396433,1.3250161
0.7796327,0.5760963,0.1431117,1.3285047
0.7813022,0.5757136,0.1466095,1.3320234
0.7829716,0.5753222,0.1501346,1.3355701
0.7846411,0.5749210,0.1536846,1.3391427
0.7863105,0.5745086,0.1572571,1.3427390
0.7879800,0.5740841,0.1608497,1.3463565
0.7896494,0.5736463,0.1644598,1.3499931
0.7913189,0.5731940,0.1680848,1.3536462
0.7929883,0.5727261,0.1717220,1.3573133
0.7946578,0.5722417,0.1753686,1.3609920
0.7963272,0.5717396,0.1790220,1.3646797
0.7979967,0.5712188,0.1826793,1.3683739
0.7996661,0.5706784,0.1863376,1.3720719
0.8013356,0.5701175,0.1899941,1.3757712
0.8030050,0.5695350,0.1936460,1.3794693
0.8046745,0.5689303,0.1972904,1.3831635
0.8063439,0.5683025,0.2009243,1.3868513
0.8080134,0.5676507,0.2045450,1.3905302
0.8096828,0.5669744,0.2081497,1.3941977
0.8113523,0.5662729,0.2117354,1.3978514
0.8130217,0.5655454,0.2152994,1.4014889
0.8146912,0.5647915,0.2188391,1.4051079
0.8163606,0.5640107,0.2223517,1.4087063
0.8180301,0.5632025,0.2258345,1.4122817
0.8196995,0.5623665,0.2292852,1.4158321
0.8213689,0.5615024,0.2327010,1.4193556
0.8230384,0.5606098,0.2360798,1.4228503
0.8247078,0.5596886,0.2394191,1.4263143
0.8263773,0.5587385,0.2427167,1.4297460
0.8280467,0.5577594,0.2459704,1.4331439
0.8297162,0.5567513,0.2491784,1.4365065
0.8313856,0.5557141,0.2523385,1.4398325
0.8330551,0.5546478,0.2554491,1.4431208
0.8347245,0.5535526,0.2585084,1.4463702
0.8363940,0.5524286,0.2615149,1.4495800
0.8380634,0.5512759,0.2644671,1.4527493
0.8397329,0.5500948,0.2673638,1.4558775
0.8414023,0.5488855,0.2702037,1.4589641
0.8430718,0.5476484,0.2729858,1.4620088
0.8447412,0.5463838,0.2757092,1.4650115
0.8464107,0.5450922,0.2783732,1.4679721
0.8480801,0.5437739,0.2809771,1.4708907
0.8497496,0.5424295,0.2835205,1.4737676
0.8514190,0.5410594,0.2860030,1.4766031
0.8530885,0.5396642,0.2884244,1.4793977
0.8547579,0.5382445,0.2907848,1.4821522
0.8564274,0.5368007,0.2930843,1.4848673
0.8580968,0.5353337,0.2953230,1.4875439
0.8597663,0.5338439,0.2975014,1.4901830
0.8614357,0.5323321,0.2996201,1.4927857
0.8631052,0.5307989,0.3016796,1.4953533
0.8647746,0.5292449,0.3036809,1.4978871
0.8664441,0.5276710,0.3056249,1.5003883
0.8681135,0.5260778,0.3075127,1.5028586
0.8697830,0.5244659,0.3093454,1.5052993
0.8714524,0.5228362,0.3111246,1.5077120
0.8731219,0.5211893,0.3128515,1.5100984
0.8747913,0.5195259,0.3145278,1.5124600
0.8764608,0.5178467,0.3161553,1.5147984
0.8781302,0.5161524,0.3177357,1.5171154
0.8797997,0.5144436,0.3192709,1.5194125
0.8814691,0.5127211,0.3207630,1.5216913
0.8831386,0.5109856,0.3222140,1.5239535
0.8848080,0.5092375,0.3236261,1.5262007
0.8864775,0.5074776,0.3250017,1.5284345
0.8881469,0.5057064,0.3263430,1.5306563
0.8898164,0.5039245,0.3276526,1.5328676
0.8914858,0.5021324,0.3289328,1.5350700
0.8931553,0.5003307,0.3301862,1.5372648
0.8948247,0.4985198,0.3314153,1.5394534
0.8964942,0.4967002,0.3326229,1.5416373
0.8981636,0.4948723,0.3338116,1.5438176
0.8998331,0.4930365,0.3349839,1.5459959
0.9015025,0.4911932,0.3361428,1.5481732
0.9031720,0.4893425,0.3372908,1.5503510
0.9048414,0.4874850,0.3384307,1.5525304
0.9065109,0.4856207,0.3395652,1.5547128
0.9081803,0.4837499,0.3406970,1.5568993
0.9098497,0.4818727,0.3418288,1.5590913
0.9115192,0.4799893,0.3429634,1.5612900
0.9131886,0.4780998,0.3441032,1.5634967
0.9148581,0.4762042,0.3452509,1.5657127
0.9165275,0.4743025,0.3464091,1.5679393
0.9181970,0.4723947,0.3475803,1.5701779
