# Sinusoidal end-effector reference trajectory
# amplitude_m    : 0.0200
# amplitude_cm   : 2.0
# n_waves        : 7
# ws_centre_m    : (0.42562, -0.24573)
# n_points       : 569
# arc_length_m   : 1.74545
# arc_length_cm  : 174.545
t,x_m,y_m,arc_length_m
0.4891486,0.5184787,-0.3219657,0.8543686
0.4908180,0.5190434,-0.3186065,0.8577749
0.4924875,0.5195200,-0.3152642,0.8611510
0.4941569,0.5199138,-0.3119473,0.8644911
0.4958264,0.5202313,-0.3086642,0.8677896
0.4974958,0.5204795,-0.3054224,0.8710409
0.4991653,0.5206664,-0.3022289,0.8742399
0.5008347,0.5208003,-0.2990896,0.8773820
0.5025042,0.5208904,-0.2960100,0.8804630
0.5041736,0.5209461,-0.2929943,0.8834791
0.5058431,0.5209773,-0.2900461,0.8864275
0.5075125,0.5209941,-0.2871679,0.8893058
0.5091820,0.5210067,-0.2843610,0.8921127
0.5108514,0.5210255,-0.2816260,0.8948477
0.5125209,0.5210606,-0.2789625,0.8975115
0.5141903,0.5211220,-0.2763691,0.9001056
0.5158598,0.5212195,-0.2738434,0.9026332
0.5175292,0.5213623,-0.2713824,0.9050984
0.5191987,0.5215594,-0.2689821,0.9075067
0.5208681,0.5218189,-0.2666378,0.9098653
0.5225376,0.5221485,-0.2643444,0.9121823
0.5242070,0.5225551,-0.2620960,0.9144671
0.5258765,0.5230449,-0.2598864,0.9167304
0.5275459,0.5236233,-0.2577089,0.9189834
0.5292154,0.5242948,-0.2555565,0.9212381
0.5308848,0.5250630,-0.2534223,0.9235064
0.5325543,0.5259308,-0.2512990,0.9258002
0.5342237,0.5269002,-0.2491794,0.9281309
0.5358932,0.5279720,-0.2470564,0.9305091
0.5375626,0.5291465,-0.2449231,0.9329444
0.5392321,0.5304232,-0.2427726,0.9354453
0.5409015,0.5318003,-0.2405986,0.9380187
0.5425710,0.5332758,-0.2383951,0.9406707
0.5442404,0.5348466,-0.2361562,0.9434056
0.5459098,0.5365089,-0.2338770,0.9462266
0.5475793,0.5382585,-0.2315525,0.9491359
0.5492487,0.5400902,-0.2291788,0.9521342
0.5509182,0.5419986,-0.2267523,0.9552213
0.5525876,0.5439776,-0.2242699,0.9583960
0.5542571,0.5460207,-0.2217293,0.9616562
0.5559265,0.5481209,-0.2191286,0.9649990
0.5575960,0.5502711,-0.2164669,0.9684207
0.5592654,0.5524637,-0.2137435,0.9719171
0.5609349,0.5546909,-0.2109584,0.9754832
0.5626043,0.5569449,-0.2081125,0.9791135
0.5642738,0.5592174,-0.2052068,0.9828024
0.5659432,0.5615006,-0.2022433,0.9865434
0.5676127,0.5637861,-0.1992242,0.9903300
0.5692821,0.5660659,-0.1961524,0.9941554
0.5709516,0.5683321,-0.1930312,0.9980125
0.5726210,0.5705766,-0.1898643,1.0018941
0.5742905,0.5727919,-0.1866559,1.0057930
0.5759599,0.5749704,-0.1834104,1.0097019
0.5776294,0.5771048,-0.1801327,1.0136133
0.5792988,0.5791883,-0.1768277,1.0175202
0.5809683,0.5812143,-0.1735010,1.0214153
0.5826377,0.5831764,-0.1701578,1.0252917
0.5843072,0.5850688,-0.1668039,1.0291427
0.5859766,0.5868861,-0.1634451,1.0329616
0.5876461,0.5886232,-0.1600870,1.0367424
0.5893155,0.5902756,-0.1567354,1.0404792
0.5909850,0.5918392,-0.1533962,1.0441664
0.5926544,0.5933103,-0.1500749,1.0477989
0.5943239,0.5946860,-0.1467771,1.0513720
0.5959933,0.5959635,-0.1435082,1.0548817
0.5976628,0.5971408,-0.1402734,1.0583242
0.5993322,0.5982164,-0.1370775,1.0616962
0.6010017,0.5991892,-0.1339252,1.0649952
0.6026711,0.6000587,-0.1308208,1.0682190
0.6043406,0.6008248,-0.1277684,1.0713661
0.6060100,0.6014881,-0.1247715,1.0744355
0.6076795,0.6020495,-0.1218335,1.0774267
0.6093489,0.6025106,-0.1189572,1.0803398
0.6110184,0.6028732,-0.1161448,1.0831754
0.6126878,0.6031397,-0.1133985,1.0859346
0.6143573,0.6033130,-0.1107195,1.0886192
0.6160267,0.6033962,-0.1081089,1.0912311
0.6176962,0.6033929,-0.1055673,1.0937728
0.6193656,0.6033072,-0.1030944,1.0962471
0.6210351,0.6031432,-0.1006900,1.0986571
0.6227045,0.6029055,-0.0983529,1.1010063
0.6243740,0.6025991,-0.0960816,1.1032981
0.6260434,0.6022290,-0.0938743,1.1055362
0.6277129,0.6018006,-0.0917285,1.1077244
0.6293823,0.6013192,-0.0896413,1.1098664
0.6310518,0.6007906,-0.0876094,1.1119659
0.6327212,0.6002205,-0.0856291,1.1140267
0.6343907,0.5996147,-0.0836962,1.1160523
0.6360601,0.5989791,-0.0818063,1.1180462
0.6377295,0.5983196,-0.0799545,1.1200119
0.6393990,0.5976421,-0.0781358,1.1219527
0.6410684,0.5969523,-0.0763446,1.1238721
0.6427379,0.5962560,-0.0745755,1.1257733
0.6444073,0.5955588,-0.0728225,1.1276598
0.6460768,0.5948663,-0.0710797,1.1295353
0.6477462,0.5941836,-0.0693408,1.1314033
0.6494157,0.5935160,-0.0675997,1.1332681
0.6510851,0.5928683,-0.0658500,1.1351338
0.6527546,0.5922452,-0.0640854,1.1370051
0.6544240,0.5916510,-0.0622998,1.1388871
0.6560935,0.5910898,-0.0604867,1.1407849
0.6577629,0.5905654,-0.0586403,1.1427044
0.6594324,0.5900813,-0.0567544,1.1446514
0.6611018,0.5896405,-0.0548234,1.1466322
0.6627713,0.5892458,-0.0528416,1.1486529
0.6644407,0.5888996,-0.0508037,1.1507199
0.6661102,0.5886039,-0.0487048,1.1528395
0.6677796,0.5883604,-0.0465402,1.1550179
0.6694491,0.5881704,-0.0443054,1.1572607
0.6711185,0.5880346,-0.0419966,1.1595735
0.6727880,0.5879537,-0.0396102,1.1619612
0.6744574,0.5879277,-0.0371431,1.1644285
0.6761269,0.5879564,-0.0345926,1.1669792
0.6777963,0.5880391,-0.0319565,1.1696166
0.6794658,0.5881748,-0.0292331,1.1723433
0.6811352,0.5883622,-0.0264212,1.1751614
0.6828047,0.5885997,-0.0235202,1.1780722
0.6844741,0.5888852,-0.0205297,1.1810763
0.6861436,0.5892163,-0.0174502,1.1841735
0.6878130,0.5895906,-0.0142825,1.1873632
0.6894825,0.5900051,-0.0110281,1.1906440
0.6911519,0.5904566,-0.0076887,1.1940137
0.6928214,0.5909419,-0.0042668,1.1974698
0.6944908,0.5914573,-0.0007654,1.2010090
0.6961603,0.5919991,0.0028124,1.2046276
0.6978297,0.5925633,0.0064625,1.2083210
0.6994992,0.5931460,0.0101807,1.2120847
0.7011686,0.5937428,0.0139624,1.2159132
0.7028381,0.5943496,0.0178025,1.2198008
0.7045075,0.5949619,0.0216954,1.2237417
0.7061770,0.5955755,0.0256355,1.2277292
0.7078464,0.5961859,0.0296166,1.2317568
0.7095159,0.5967888,0.0336323,1.2358176
0.7111853,0.5973798,0.0376762,1.2399044
0.7128548,0.5979547,0.0417413,1.2440099
0.7145242,0.5985092,0.0458207,1.2481269
0.7161937,0.5990392,0.0499074,1.2522478
0.7178631,0.5995409,0.0539943,1.2563653
0.7195326,0.6000103,0.0580740,1.2604720
0.7212020,0.6004438,0.0621396,1.2645606
0.7228715,0.6008380,0.0661837,1.2686239
0.7245409,0.6011895,0.0701994,1.2726550
0.7262104,0.6014954,0.0741797,1.2766470
0.7278798,0.6017528,0.0781179,1.2805936
0.7295492,0.6019592,0.0820074,1.2844885
0.7312187,0.6021121,0.0858418,1.2883260
0.7328881,0.6022097,0.0896152,1.2921007
0.7345576,0.6022500,0.0933217,1.2958074
0.7362270,0.6022316,0.0969561,1.2994418
0.7378965,0.6021533,0.1005132,1.3029998
0.7395659,0.6020141,0.1039885,1.3064779
0.7412354,0.6018133,0.1073779,1.3098732
0.7429048,0.6015506,0.1106775,1.3131832
0.7445743,0.6012260,0.1138841,1.3164063
0.7462437,0.6008395,0.1169951,1.3195412
0.7479132,0.6003917,0.1200081,1.3225873
0.7495826,0.5998832,0.1229216,1.3255448
0.7512521,0.5993152,0.1257342,1.3284142
0.7529215,0.5986887,0.1284455,1.3311970
0.7545910,0.5980053,0.1310553,1.3338948
0.7562604,0.5972666,0.1335642,1.3365101
0.7579299,0.5964747,0.1359731,1.3390458
0.7595993,0.5956314,0.1382835,1.3415054
0.7612688,0.5947392,0.1404978,1.3438926
0.7629382,0.5938005,0.1426183,1.3462116
0.7646077,0.5928179,0.1446484,1.3484671
0.7662771,0.5917940,0.1465917,1.3506635
0.7679466,0.5907318,0.1484523,1.3528059
0.7696160,0.5896342,0.1502347,1.3548992
0.7712855,0.5885041,0.1519439,1.3569483
0.7729549,0.5873446,0.1535855,1.3589581
0.7746244,0.5861588,0.1551650,1.3609332
0.7762938,0.5849499,0.1566887,1.3628782
0.7779633,0.5837209,0.1581630,1.3647975
0.7796327,0.5824749,0.1595944,1.3666953
0.7813022,0.5812150,0.1609899,1.3685754
0.7829716,0.5799442,0.1623567,1.3704417
0.7846411,0.5786654,0.1637018,1.3722977
0.7863105,0.5773814,0.1650327,1.3741469
0.7879800,0.5760951,0.1663568,1.3759930
0.7896494,0.5748089,0.1676815,1.3778393
0.7913189,0.5735254,0.1690142,1.3796896
0.7929883,0.5722470,0.1703622,1.3815475
0.7946578,0.5709758,0.1717329,1.3834169
0.7963272,0.5697138,0.1731334,1.3853020
0.7979967,0.5684630,0.1745705,1.3872073
0.7996661,0.5672249,0.1760511,1.3891373
0.8013356,0.5660011,0.1775815,1.3910968
0.8030050,0.5647928,0.1791679,1.3930910
0.8046745,0.5636011,0.1808161,1.3951249
0.8063439,0.5624270,0.1825317,1.3972038
0.8080134,0.5612711,0.1843198,1.3993330
0.8096828,0.5601338,0.1861849,1.4015174
0.8113523,0.5590155,0.1881312,1.4037622
0.8130217,0.5579162,0.1901627,1.4060720
0.8146912,0.5568359,0.1922824,1.4084511
0.8163606,0.5557742,0.1944931,1.4109036
0.8180301,0.5547306,0.1967971,1.4134329
0.8196995,0.5537045,0.1991960,1.4160421
0.8213689,0.5526950,0.2016911,1.4187336
0.8230384,0.5517011,0.2042827,1.4215093
0.8247078,0.5507217,0.2069711,1.4243705
0.8263773,0.5497554,0.2097555,1.4273178
0.8280467,0.5488009,0.2126351,1.4303515
0.8297162,0.5478564,0.2156080,1.4334708
0.8313856,0.5469205,0.2186722,1.4366748
0.8330551,0.5459913,0.2218250,1.4399616
0.8347245,0.5450670,0.2250630,1.4433290
0.8363940,0.5441456,0.2283826,1.4467741
0.8380634,0.5432253,0.2317796,1.4502935
0.8397329,0.5423039,0.2352493,1.4538835
0.8414023,0.5413794,0.2387866,1.4575396
0.8430718,0.5404498,0.2423860,1.4612572
0.8447412,0.5395129,0.2460418,1.4650310
0.8464107,0.5385668,0.2497475,1.4688556
0.8480801,0.5376094,0.2534968,1.4727252
0.8497496,0.5366387,0.2572828,1.4766337
0.8514190,0.5356526,0.2610985,1.4805747
0.8530885,0.5346494,0.2649366,1.4845417
0.8547579,0.5336273,0.2687896,1.4885281
0.8564274,0.5325843,0.2726502,1.4925271
0.8580968,0.5315189,0.2765106,1.4965318
0.8597663,0.5304296,0.2803631,1.5005354
0.8614357,0.5293148,0.2842001,1.5045310
0.8631052,0.5281732,0.2880140,1.5085121
0.8647746,0.5270035,0.2917971,1.5124719
0.8664441,0.5258048,0.2955420,1.5164040
0.8681135,0.5245759,0.2992414,1.5203021
0.8697830,0.5233160,0.3028881,1.5241603
0.8714524,0.5220245,0.3064754,1.5279730
0.8731219,0.5207008,0.3099965,1.5317347
0.8747913,0.5193444,0.3134451,1.5354405
0.8764608,0.5179550,0.3168152,1.5390858
0.8781302,0.5165324,0.3201013,1.5426666
0.8797997,0.5150767,0.3232980,1.5461791
0.8814691,0.5135880,0.3264006,1.5496204
0.8831386,0.5120664,0.3294046,1.5529878
0.8848080,0.5105123,0.3323061,1.5562793
0.8864775,0.5089262,0.3351018,1.5594936
0.8881469,0.5073087,0.3377888,1.5626298
0.8898164,0.5056605,0.3403645,1.5656877
0.8914858,0.5039824,0.3428272,1.5686678
0.8931553,0.5022752,0.3451755,1.5715711
0.8948247,0.5005400,0.3474086,1.5743992
0.8964942,0.4987777,0.3495264,1.5771543
0.8981636,0.4969895,0.3515292,1.5798392
0.8998331,0.4951766,0.3534179,1.5824572
0.9015025,0.4933401,0.3551939,1.5850119
0.9031720,0.4914813,0.3568592,1.5875076
0.9048414,0.4896015,0.3584163,1.5899485
0.9065109,0.4877020,0.3598682,1.5923394
0.9081803,0.4857841,0.3612186,1.5946850
0.9098497,0.4838490,0.3624714,1.5969902
0.9115192,0.4818981,0.3636311,1.5992598
0.9131886,0.4799326,0.3647027,1.6014984
0.9148581,0.4779538,0.3656915,1.6037106
0.9165275,0.4759628,0.3666032,1.6059004
0.9181970,0.4739607,0.3674441,1.6080719
0.9198664,0.4719487,0.3682204,1.6102285
0.9215359,0.4699277,0.3689390,1.6123734
0.9232053,0.4678987,0.3696068,1.6145095
0.9248748,0.4658626,0.3702311,1.6166392
0.9265442,0.4638201,0.3708193,1.6187647
0.9282137,0.4617719,0.3713789,1.6208879
0.9298831,0.4597186,0.3719176,1.6230107
0.9315526,0.4576607,0.3724432,1.6251347
0.9332220,0.4555985,0.3729634,1.6272615
0.9348915,0.4535324,0.3734860,1.6293927
0.9365609,0.4514624,0.3740187,1.6315301
0.9382304,0.4493888,0.3745692,1.6336755
0.9398998,0.4473114,0.3751448,1.6358312
