# Sinusoidal end-effector reference trajectory
# amplitude_m    : 0.0250
# amplitude_cm   : 2.5
# n_waves        : 4
# ws_centre_m    : (0.42562, -0.24573)
# n_points       : 579
# arc_length_m   : 1.71588
# arc_length_cm  : 171.588
t,x_m,y_m,arc_length_m
0.2437396,0.1963707,-0.5653306,0.4234374
0.2454090,0.1984195,-0.5652461,0.4254880
0.2470785,0.2004683,-0.5651577,0.4275387
0.2487479,0.2025183,-0.5650638,0.4295908
0.2504174,0.2045705,-0.5649632,0.4316455
0.2520868,0.2066261,-0.5648542,0.4337040
0.2537563,0.2086860,-0.5647354,0.4357673
0.2554257,0.2107514,-0.5646052,0.4378368
0.2570952,0.2128232,-0.5644622,0.4399136
0.2587646,0.2149025,-0.5643047,0.4419988
0.2604341,0.2169901,-0.5641312,0.4440936
0.2621035,0.2190869,-0.5639402,0.4461991
0.2637730,0.2211940,-0.5637302,0.4483166
0.2654424,0.2233120,-0.5634995,0.4504472
0.2671119,0.2254418,-0.5632466,0.4525919
0.2687813,0.2275842,-0.5629699,0.4547521
0.2704508,0.2297398,-0.5626681,0.4569288
0.2721202,0.2319094,-0.5623394,0.4591231
0.2737896,0.2340935,-0.5619825,0.4613362
0.2754591,0.2362927,-0.5615959,0.4635691
0.2771285,0.2385076,-0.5611781,0.4658230
0.2787980,0.2407385,-0.5607276,0.4680990
0.2804674,0.2429860,-0.5602432,0.4703981
0.2821369,0.2452504,-0.5597234,0.4727213
0.2838063,0.2475319,-0.5591670,0.4750698
0.2854758,0.2498309,-0.5585726,0.4774444
0.2871452,0.2521475,-0.5579389,0.4798461
0.2888147,0.2544819,-0.5572649,0.4822758
0.2904841,0.2568342,-0.5565493,0.4847345
0.2921536,0.2592043,-0.5557911,0.4872230
0.2938230,0.2615924,-0.5549891,0.4897421
0.2954925,0.2639982,-0.5541424,0.4922925
0.2971619,0.2664216,-0.5532500,0.4948751
0.2988314,0.2688625,-0.5523111,0.4974903
0.3005008,0.2713206,-0.5513248,0.5001389
0.3021703,0.2737956,-0.5502904,0.5028213
0.3038397,0.2762871,-0.5492071,0.5055381
0.3055092,0.2787947,-0.5480744,0.5082897
0.3071786,0.2813179,-0.5468915,0.5110765
0.3088481,0.2838563,-0.5456582,0.5138986
0.3105175,0.2864092,-0.5443738,0.5167564
0.3121870,0.2889761,-0.5430381,0.5196500
0.3138564,0.2915562,-0.5416508,0.5225795
0.3155259,0.2941489,-0.5402116,0.5255448
0.3171953,0.2967534,-0.5387205,0.5285459
0.3188648,0.2993688,-0.5371773,0.5315827
0.3205342,0.3019944,-0.5355821,0.5346549
0.3222037,0.3046293,-0.5339349,0.5377623
0.3238731,0.3072725,-0.5322360,0.5409044
0.3255426,0.3099231,-0.5304855,0.5440808
0.3272120,0.3125800,-0.5286838,0.5472911
0.3288815,0.3152424,-0.5268313,0.5505345
0.3305509,0.3179090,-0.5249285,0.5538104
0.3322204,0.3205789,-0.5229758,0.5571181
0.3338898,0.3232509,-0.5209740,0.5604568
0.3355593,0.3259238,-0.5189238,0.5638255
0.3372287,0.3285967,-0.5168258,0.5672234
0.3388982,0.3312682,-0.5146810,0.5706494
0.3405676,0.3339373,-0.5124903,0.5741024
0.3422371,0.3366027,-0.5102546,0.5775812
0.3439065,0.3392632,-0.5079751,0.5810847
0.3455760,0.3419176,-0.5056529,0.5846116
0.3472454,0.3445647,-0.5032891,0.5881605
0.3489149,0.3472034,-0.5008851,0.5917301
0.3505843,0.3498324,-0.4984421,0.5953189
0.3522538,0.3524505,-0.4959616,0.5989255
0.3539232,0.3550565,-0.4934450,0.6025483
0.3555927,0.3576492,-0.4908938,0.6061857
0.3572621,0.3602275,-0.4883095,0.6098362
0.3589316,0.3627903,-0.4856939,0.6134981
0.3606010,0.3653364,-0.4830485,0.6171696
0.3622705,0.3678646,-0.4803751,0.6208492
0.3639399,0.3703740,-0.4776754,0.6245351
0.3656093,0.3728635,-0.4749512,0.6282254
0.3672788,0.3753320,-0.4722043,0.6319185
0.3689482,0.3777785,-0.4694367,0.6356124
0.3706177,0.3802022,-0.4666503,0.6393055
0.3722871,0.3826021,-0.4638469,0.6429958
0.3739566,0.3849774,-0.4610286,0.6466815
0.3756260,0.3873271,-0.4581973,0.6503609
0.3772955,0.3896507,-0.4553550,0.6540320
0.3789649,0.3919472,-0.4525038,0.6576931
0.3806344,0.3942161,-0.4496457,0.6613423
0.3823038,0.3964568,-0.4467827,0.6649779
0.3839733,0.3986686,-0.4439169,0.6685980
0.3856427,0.4008512,-0.4410503,0.6722008
0.3873122,0.4030039,-0.4381851,0.6757847
0.3889816,0.4051266,-0.4353232,0.6793479
0.3906511,0.4072188,-0.4324666,0.6828887
0.3923205,0.4092804,-0.4296174,0.6864055
0.3939900,0.4113111,-0.4267776,0.6898966
0.3956594,0.4133109,-0.4239492,0.6933606
0.3973289,0.4152797,-0.4211341,0.6967958
0.3989983,0.4172176,-0.4183343,0.7002009
0.4006678,0.4191247,-0.4155517,0.7035744
0.4023372,0.4210012,-0.4127880,0.7069149
0.4040067,0.4228474,-0.4100452,0.7102212
0.4056761,0.4246637,-0.4073249,0.7134921
0.4073456,0.4264506,-0.4046290,0.7167264
0.4090150,0.4282085,-0.4019590,0.7199231
0.4106845,0.4299381,-0.3993166,0.7230812
0.4123539,0.4316401,-0.3967033,0.7261999
0.4140234,0.4333153,-0.3941206,0.7292783
0.4156928,0.4349645,-0.3915699,0.7323158
0.4173623,0.4365889,-0.3890525,0.7353118
0.4190317,0.4381892,-0.3865696,0.7382657
0.4207012,0.4397668,-0.3841225,0.7411773
0.4223706,0.4413229,-0.3817122,0.7440462
0.4240401,0.4428586,-0.3793397,0.7468724
0.4257095,0.4443754,-0.3770058,0.7496559
0.4273790,0.4458747,-0.3747114,0.7523968
0.4290484,0.4473581,-0.3724571,0.7550953
0.4307179,0.4488272,-0.3702435,0.7577521
0.4323873,0.4502837,-0.3680709,0.7603677
0.4340568,0.4517293,-0.3659399,0.7629428
0.4357262,0.4531659,-0.3638504,0.7654785
0.4373957,0.4545953,-0.3618026,0.7679758
0.4390651,0.4560196,-0.3597964,0.7704362
0.4407346,0.4574407,-0.3578316,0.7728610
0.4424040,0.4588607,-0.3559078,0.7752522
0.4440735,0.4602817,-0.3540244,0.7776115
0.4457429,0.4617059,-0.3521808,0.7799411
0.4474124,0.4631355,-0.3503761,0.7822434
0.4490818,0.4645726,-0.3486093,0.7845209
0.4507513,0.4660195,-0.3468792,0.7867762
0.4524207,0.4674784,-0.3451845,0.7890124
0.4540902,0.4689515,-0.3435236,0.7912325
0.4557596,0.4704411,-0.3418948,0.7934397
0.4574290,0.4719493,-0.3402962,0.7956375
0.4590985,0.4734782,-0.3387257,0.7978293
0.4607679,0.4750300,-0.3371811,0.8000188
0.4624374,0.4766065,-0.3356599,0.8022096
0.4641068,0.4782098,-0.3341595,0.8044054
0.4657763,0.4798416,-0.3326772,0.8066099
0.4674457,0.4815036,-0.3312101,0.8088269
0.4691152,0.4831973,-0.3297549,0.8110598
0.4707846,0.4849241,-0.3283086,0.8133123
0.4724541,0.4866852,-0.3268676,0.8155878
0.4741235,0.4884817,-0.3254287,0.8178895
0.4757930,0.4903142,-0.3239880,0.8202205
0.4774624,0.4921833,-0.3225421,0.8225836
0.4791319,0.4940895,-0.3210872,0.8249816
0.4808013,0.4960327,-0.3196194,0.8274169
0.4824708,0.4980128,-0.3181351,0.8298915
0.4841402,0.5000293,-0.3166305,0.8324075
0.4858097,0.5020813,-0.3151017,0.8349664
0.4874791,0.5041680,-0.3135453,0.8375696
0.4891486,0.5062879,-0.3119575,0.8402182
0.4908180,0.5084394,-0.3103349,0.8429129
0.4924875,0.5106206,-0.3086743,0.8456544
0.4941569,0.5128293,-0.3069725,0.8484427
0.4958264,0.5150631,-0.3052266,0.8512778
0.4974958,0.5173194,-0.3034339,0.8541595
0.4991653,0.5195950,-0.3015920,0.8570872
0.5008347,0.5218871,-0.2996988,0.8600600
0.5025042,0.5241921,-0.2977524,0.8630769
0.5041736,0.5265068,-0.2957513,0.8661366
0.5058431,0.5288274,-0.2936942,0.8692378
0.5075125,0.5311503,-0.2915803,0.8723785
0.5091820,0.5334717,-0.2894090,0.8755572
0.5108514,0.5357878,-0.2871800,0.8787716
0.5125209,0.5380948,-0.2848935,0.8820197
0.5141903,0.5403887,-0.2825499,0.8852992
0.5158598,0.5426659,-0.2801499,0.8886076
0.5175292,0.5449226,-0.2776945,0.8919425
0.5191987,0.5471551,-0.2751850,0.8953013
0.5208681,0.5493600,-0.2726231,0.8986813
0.5225376,0.5515337,-0.2700105,0.9020800
0.5242070,0.5536731,-0.2673493,0.9054945
0.5258765,0.5557751,-0.2646417,0.9089222
0.5275459,0.5578366,-0.2618902,0.9123604
0.5292154,0.5598551,-0.2590972,0.9158064
0.5308848,0.5618279,-0.2562656,0.9192574
0.5325543,0.5637526,-0.2533982,0.9227110
0.5342237,0.5656273,-0.2504978,0.9261645
0.5358932,0.5674498,-0.2475674,0.9296153
0.5375626,0.5692185,-0.2446101,0.9330612
0.5392321,0.5709318,-0.2416289,0.9364997
0.5409015,0.5725884,-0.2386269,0.9399284
0.5425710,0.5741872,-0.2356071,0.9433454
0.5442404,0.5757272,-0.2325725,0.9467484
0.5459098,0.5772076,-0.2295261,0.9501354
0.5475793,0.5786278,-0.2264708,0.9535046
0.5492487,0.5799875,-0.2234096,0.9568543
0.5509182,0.5812864,-0.2203452,0.9601826
0.5525876,0.5825244,-0.2172803,0.9634881
0.5542571,0.5837015,-0.2142175,0.9667693
0.5559265,0.5848179,-0.2111594,0.9700248
0.5575960,0.5858740,-0.2081083,0.9732534
0.5592654,0.5868702,-0.2050667,0.9764541
0.5609349,0.5878070,-0.2020366,0.9796256
0.5626043,0.5886852,-0.1990202,0.9827673
0.5642738,0.5895055,-0.1960195,0.9858782
0.5659432,0.5902688,-0.1930361,0.9889576
0.5676127,0.5909761,-0.1900720,0.9920049
0.5692821,0.5916284,-0.1871286,0.9950197
0.5709516,0.5922268,-0.1842075,0.9980015
0.5726210,0.5927726,-0.1813099,1.0009500
0.5742905,0.5932669,-0.1784371,1.0038650
0.5759599,0.5937111,-0.1755903,1.0067464
0.5776294,0.5941066,-0.1727702,1.0095940
0.5792988,0.5944549,-0.1699779,1.0124079
0.5809683,0.5947572,-0.1672140,1.0151883
0.5826377,0.5950153,-0.1644792,1.0179353
0.5843072,0.5952305,-0.1617739,1.0206491
0.5859766,0.5954045,-0.1590985,1.0233302
0.5876461,0.5955390,-0.1564534,1.0259788
0.5893155,0.5956354,-0.1538385,1.0285954
0.5909850,0.5956954,-0.1512540,1.0311805
0.5926544,0.5957208,-0.1486999,1.0337348
0.5943239,0.5957131,-0.1461760,1.0362588
0.5959933,0.5956741,-0.1436819,1.0387531
0.5976628,0.5956054,-0.1412174,1.0412186
0.5993322,0.5955087,-0.1387820,1.0436559
0.6010017,0.5953857,-0.1363752,1.0460658
0.6026711,0.5952381,-0.1339963,1.0484493
0.6043406,0.5950676,-0.1316446,1.0508072
0.6060100,0.5948759,-0.1293193,1.0531403
0.6076795,0.5946645,-0.1270196,1.0554497
0.6093489,0.5944352,-0.1247446,1.0577363
0.6110184,0.5941897,-0.1224932,1.0600011
0.6126878,0.5939295,-0.1202643,1.0622451
0.6143573,0.5936562,-0.1180568,1.0644695
0.6160267,0.5933714,-0.1158695,1.0666752
0.6176962,0.5930766,-0.1137011,1.0688636
0.6193656,0.5927734,-0.1115503,1.0710356
0.6210351,0.5924632,-0.1094158,1.0731926
0.6227045,0.5921476,-0.1072960,1.0753357
0.6243740,0.5918278,-0.1051896,1.0774662
0.6260434,0.5915053,-0.1030951,1.0795854
0.6277129,0.5911815,-0.1010109,1.0816947
0.6293823,0.5908576,-0.0989354,1.0837953
0.6310518,0.5905348,-0.0968670,1.0858886
0.6327212,0.5902144,-0.0948042,1.0879762
0.6343907,0.5898976,-0.0927453,1.0900593
0.6360601,0.5895855,-0.0906887,1.0921395
0.6377295,0.5892791,-0.0886326,1.0942183
0.6393990,0.5889795,-0.0865754,1.0962972
0.6410684,0.5886876,-0.0845154,1.0983777
0.6427379,0.5884044,-0.0824510,1.1004615
0.6444073,0.5881307,-0.0803805,1.1025501
0.6460768,0.5878673,-0.0783021,1.1046450
0.6477462,0.5876150,-0.0762144,1.1067480
0.6494157,0.5873746,-0.0741155,1.1088605
0.6510851,0.5871465,-0.0720040,1.1109844
0.6527546,0.5869315,-0.0698781,1.1131211
0.6544240,0.5867301,-0.0677364,1.1152722
0.6560935,0.5865427,-0.0655773,1.1174395
0.6577629,0.5863697,-0.0633993,1.1196243
0.6594324,0.5862117,-0.0612009,1.1218284
0.6611018,0.5860687,-0.0589806,1.1240533
0.6627713,0.5859412,-0.0567372,1.1263003
0.6644407,0.5858292,-0.0544692,1.1285711
0.6661102,0.5857330,-0.0521754,1.1308669
0.6677796,0.5856526,-0.0498544,1.1331892
0.6694491,0.5855881,-0.0475053,1.1355393
0.6711185,0.5855394,-0.0451267,1.1379184
0.6727880,0.5855065,-0.0427176,1.1403277
0.6744574,0.5854891,-0.0402770,1.1427683
0.6761269,0.5854872,-0.0378040,1.1452413
0.6777963,0.5855005,-0.0352977,1.1477477
0.6794658,0.5855287,-0.0327572,1.1502883
0.6811352,0.5855716,-0.0301819,1.1528640
0.6828047,0.5856286,-0.0275710,1.1554755
0.6844741,0.5856994,-0.0249240,1.1581235
0.6861436,0.5857835,-0.0222403,1.1608085
0.6878130,0.5858804,-0.0195195,1.1635310
0.6894825,0.5859896,-0.0167612,1.1662915
0.6911519,0.5861104,-0.0139651,1.1690902
0.6928214,0.5862422,-0.0111310,1.1719273
0.6944908,0.5863844,-0.0082588,1.1748031
0.6961603,0.5865362,-0.0053483,1.1777175
0.6978297,0.5866969,-0.0023997,1.1806705
0.6994992,0.5868657,0.0005871,1.1836620
0.7011686,0.5870418,0.0036117,1.1866918
0.7028381,0.5872244,0.0066740,1.1897595
0.7045075,0.5874127,0.0097736,1.1928649
0.7061770,0.5876057,0.0129102,1.1960073
0.7078464,0.5878025,0.0160831,1.1991864
0.7095159,0.5880023,0.0192919,1.2024014
0.7111853,0.5882040,0.0225359,1.2056517
0.7128548,0.5884068,0.0258144,1.2089365
0.7145242,0.5886096,0.0291266,1.2122549
0.7161937,0.5888115,0.0324717,1.2156060
0.7178631,0.5890115,0.0358486,1.2189889
0.7195326,0.5892086,0.0392565,1.2224024
0.7212020,0.5894018,0.0426942,1.2258455
0.7228715,0.5895900,0.0461606,1.2293170
0.7245409,0.5897723,0.0496545,1.2328157
0.7262104,0.5899476,0.0531747,1.2363402
0.7278798,0.5901149,0.0567198,1.2398893
0.7295492,0.5902733,0.0602885,1.2434615
0.7312187,0.5904218,0.0638794,1.2470554
0.7328881,0.5905593,0.0674909,1.2506696
0.7345576,0.5906848,0.0711216,1.2543025
0.7362270,0.5907975,0.0747700,1.2579526
0.7378965,0.5908963,0.0784343,1.2616183
0.7395659,0.5909803,0.0821130,1.2652979
0.7412354,0.5910486,0.0858044,1.2689900
0.7429048,0.5911003,0.0895068,1.2726927
0.7445743,0.5911345,0.0932184,1.2764044
0.7462437,0.5911504,0.0969375,1.2801235
0.7479132,0.5911470,0.1006622,1.2838483
0.7495826,0.5911237,0.1043909,1.2875770
0.7512521,0.5910795,0.1081215,1.2913080
0.7529215,0.5910138,0.1118524,1.2950394
0.7545910,0.5909258,0.1155817,1.2987697
0.7562604,0.5908149,0.1193074,1.3024971
0.7579299,0.5906802,0.1230277,1.3062198
0.7595993,0.5905212,0.1267407,1.3099362
0.7612688,0.5903372,0.1304446,1.3136447
0.7629382,0.5901277,0.1341374,1.3173434
0.7646077,0.5898922,0.1378174,1.3210309
0.7662771,0.5896300,0.1414826,1.3247056
0.7679466,0.5893408,0.1451314,1.3283658
0.7696160,0.5890241,0.1487618,1.3320100
0.7712855,0.5886795,0.1523722,1.3356367
0.7729549,0.5883066,0.1559607,1.3392446
0.7746244,0.5879050,0.1595257,1.3428321
0.7762938,0.5874746,0.1630655,1.3463980
0.7779633,0.5870150,0.1665785,1.3499409
0.7796327,0.5865261,0.1700630,1.3534596
0.7813022,0.5860076,0.1735176,1.3569529
0.7829716,0.5854594,0.1769407,1.3604196
0.7846411,0.5848813,0.1803310,1.3638588
0.7863105,0.5842734,0.1836869,1.3672693
0.7879800,0.5836356,0.1870071,1.3706503
0.7896494,0.5829679,0.1902905,1.3740008
0.7913189,0.5822702,0.1935356,1.3773201
0.7929883,0.5815428,0.1967415,1.3806075
0.7946578,0.5807856,0.1999069,1.3838622
0.7963272,0.5799989,0.2030309,1.3870837
0.7979967,0.5791828,0.2061125,1.3902716
0.7996661,0.5783375,0.2091508,1.3934252
0.8013356,0.5774632,0.2121449,1.3965444
0.8030050,0.5765603,0.2150942,1.3996288
0.8046745,0.5756289,0.2179979,1.4026782
0.8063439,0.5746694,0.2208554,1.4056925
0.8080134,0.5736822,0.2236662,1.4086717
0.8096828,0.5726675,0.2264299,1.4116157
0.8113523,0.5716259,0.2291460,1.4145247
0.8130217,0.5705578,0.2318143,1.4173988
0.8146912,0.5694635,0.2344345,1.4202384
0.8163606,0.5683435,0.2370065,1.4230436
0.8180301,0.5671983,0.2395302,1.4258150
0.8196995,0.5660285,0.2420056,1.4285529
0.8213689,0.5648344,0.2444328,1.4312580
0.8230384,0.5636167,0.2468120,1.4339307
0.8247078,0.5623758,0.2491434,1.4365717
0.8263773,0.5611124,0.2514273,1.4391818
0.8280467,0.5598270,0.2536641,1.4417616
0.8297162,0.5585201,0.2558542,1.4443120
0.8313856,0.5571924,0.2579982,1.4468339
0.8330551,0.5558443,0.2600967,1.4493280
0.8347245,0.5544766,0.2621504,1.4517954
0.8363940,0.5530898,0.2641599,1.4542371
0.8380634,0.5516845,0.2661262,1.4566539
0.8397329,0.5502612,0.2680500,1.4590470
0.8414023,0.5488207,0.2699324,1.4614173
0.8430718,0.5473634,0.2717742,1.4637659
0.8447412,0.5458899,0.2735766,1.4660940
0.8464107,0.5444009,0.2753407,1.4684025
0.8480801,0.5428970,0.2770677,1.4706925
0.8497496,0.5413785,0.2787586,1.4729652
0.8514190,0.5398463,0.2804150,1.4752216
0.8530885,0.5383007,0.2820380,1.4774628
0.8547579,0.5367423,0.2836290,1.4796898
0.8564274,0.5351717,0.2851894,1.4819038
0.8580968,0.5335893,0.2867207,1.4841058
0.8597663,0.5319957,0.2882244,1.4862968
0.8614357,0.5303913,0.2897019,1.4884779
0.8631052,0.5287766,0.2911549,1.4906501
0.8647746,0.5271521,0.2925849,1.4928143
0.8664441,0.5255181,0.2939934,1.4949717
0.8681135,0.5238751,0.2953823,1.4971230
0.8697830,0.5222235,0.2967530,1.4992693
0.8714524,0.5205636,0.2981073,1.5014116
0.8731219,0.5188958,0.2994468,1.5035507
0.8747913,0.5172204,0.3007732,1.5056876
0.8764608,0.5155377,0.3020883,1.5078233
0.8781302,0.5138480,0.3033937,1.5099585
0.8797997,0.5121515,0.3046911,1.5120942
0.8814691,0.5104485,0.3059822,1.5142313
0.8831386,0.5087392,0.3072688,1.5163707
0.8848080,0.5070237,0.3085525,1.5185133
0.8864775,0.5053023,0.3098351,1.5206600
0.8881469,0.5035750,0.3111181,1.5228117
0.8898164,0.5018419,0.3124032,1.5249693
0.8914858,0.5001032,0.3136921,1.5271336
0.8931553,0.4983589,0.3149864,1.5293056
0.8948247,0.4966090,0.3162876,1.5314863
0.8964942,0.4948536,0.3175974,1.5336766
0.8981636,0.4930925,0.3189172,1.5358773
0.8998331,0.4913258,0.3202486,1.5380894
0.9015025,0.4895535,0.3215929,1.5403140
0.9031720,0.4877753,0.3229517,1.5425519
0.9048414,0.4859913,0.3243263,1.5448041
0.9065109,0.4842012,0.3257181,1.5470716
0.9081803,0.4824049,0.3271283,1.5493553
0.9098497,0.4806022,0.3285582,1.5516562
0.9115192,0.4787929,0.3300089,1.5539753
0.9131886,0.4769768,0.3314817,1.5563135
0.9148581,0.4751537,0.3329776,1.5586718
0.9165275,0.4733232,0.3344976,1.5610511
0.9181970,0.4714851,0.3360427,1.5634523
